fund_id,fund_name,fund_nickname,company,rakuten_category,asset_type,region,region_japan_pct,region_us_pct,region_em_pct,is_index,is_leveraged,is_currency_select,has_currency_hedge,is_monthly_payout,payout_type,expense_ratio,aum_oku_yen,operation_years,fund_score_1y,fund_score_3y,fund_score_5y,fund_score_10y,return_6m,return_1y,return_3y,return_5y,return_10y,return_inception,sharpe_1y,sharpe_3y,sharpe_5y,sharpe_10y,stddev_1y,stddev_3y,stddev_5y,stddev_10y,is_nisa_growth_eligible,data_updated_at,philosophy_tags
JP90C0005H60,ｲﾝﾃﾞｯｸｽﾌｧﾝﾄﾞ海外新興国(ｴﾏｰｼﾞﾝｸﾞ)株式,ＤＣ インデックス海外新興国株式,ｱﾓｰｳﾞｧAM,新興国株式（広域）-為替ヘッジ無し,株式,em,0.0,0.0,1.0,False,False,False,False,False,none,0.275,1201.51,12.0,3,4,3,4,35.93,58.19,25.8,13.7,13.21,6.24,2.94,1.42,0.81,0.74,15.9,16.95,17.56,19.03,True,2026-05-08,em_centric|high_risk
JP90C000G6D5,iTrustインド株式,,ﾋﾟｸﾃ,インド株式-為替ヘッジ無し,株式,em,0.0,0.0,1.0,False,False,False,False,False,none,0.9828,1160.38,7.0,1,4,2,,-22.34,-3.8,12.5,11.84,,9.59,-0.17,0.83,0.76,,17.63,15.16,16.31,,True,2026-05-08,em_centric|high_risk|thematic
JP90C000S073,楽天･ｼｭﾜﾌﾞ･高配当株式･米国ﾌｧﾝﾄﾞ(資産成長型),楽天・ＳＣＨＤ（資産成長型）,楽天,米国株式-為替ヘッジ無し,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,0.1238,35.2,,,,,,53.03,,,,,37.81,,,,,,,,,True,2026-05-08,active_diversified|dividend_focused|medium_risk|us_centric
JP90C000S9M6,ﾆｯｾｲ･S米国ｸﾞﾛｰｽ株式ﾒｶﾞ10ｲﾝﾃﾞｯｸｽﾌｧﾝﾄﾞ&lt;購入･換金手数料なし&gt;,メガ１０,ﾆｯｾｲ,米国株式-為替ヘッジ無し,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,0.385,629.87,,,,,,,,,,,10.97,,,,,,,,,True,2026-05-08,medium_risk|us_centric
JP90C000F5M9,ｻｲﾊﾞｰｾｷｭﾘﾃｨ株式ｵｰﾌﾟﾝ(為替ﾍｯｼﾞなし),,三菱UFJｱｾｯﾄ,米国株式-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.87,3679.41,7.0,1,3,2,,-22.28,13.82,25.44,13.34,,18.24,0.67,0.98,0.58,,22.09,26.3,27.76,,True,2026-05-08,very_high_risk
JP90C000SPQ0,たわらﾉｰﾛｰﾄﾞ ﾌｫｰｶｽ 米国超大型ﾃｸﾉﾛｼﾞｰ7,ギガテック７,AMOne,米国株式-為替ヘッジ無し,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,0.77,13.62,,,,,,,,,,,,,,,,,,,,True,2026-05-08,medium_risk|us_centric
JP90C000P228,楽天･全世界株式(除く米国)ｲﾝﾃﾞｯｸｽ･ﾌｧﾝﾄﾞ,楽天・ＶＸＵＳ,楽天,先進国・新興国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.182,246.45,4.0,3,2,,,33.03,44.58,22.53,,,23.77,3.07,1.49,,,12.08,14.07,,,True,2026-05-08,global_diversified|medium_risk|us_centric
JP90C000GK01,イノベーション・インデックス・ＡＩ,,三井住友DS,米国株式-為替ヘッジ無し,株式,world,0.06,0.62,0.11,True,False,False,False,False,none,0.8195,384.32,7.0,5,5,4,,27.11,79.54,45.79,29.23,,25.88,2.59,1.58,1.07,,23.56,25.79,27.24,,True,2026-05-08,passive_index|very_high_risk
JP90C000J6X0,ピクテ・ゴールド(為替ヘッジなし),,ﾋﾟｸﾃ,金関連-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.789,11733.82,7.0,3,,,,36.33,51.88,37.34,28.24,,23.78,1.88,1.93,1.66,,23.37,17.06,15.64,,True,2026-05-08,high_risk
JP90C000CML2,たわらノーロード　先進国債券,,AMOne,先進国債券（広域・高格付）-為替ヘッジ無し,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,0.187,732.69,12.0,3,4,4,5,6.18,11.79,8.16,5.69,4.31,3.49,1.56,1.07,0.76,0.6,6.89,7.26,7.44,7.32,True,2026-05-08,developed_only|low_risk
JP90C0009G00,iｼｪｱｰｽﾞ ｺﾞｰﾙﾄﾞｲﾝﾃﾞｯｸｽ･ﾌｧﾝﾄﾞ(為替ﾍｯｼﾞなし),,ﾌﾞﾗｯｸﾛｯｸ,金関連-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.5085,1039.33,12.0,2,,,,35.35,52.16,37.18,28.44,17.09,13.76,1.81,1.84,1.62,1.17,24.62,17.92,16.19,14.36,True,2026-05-08,high_risk
JP90C000RZY5,楽天･ｵｰﾙｶﾝﾄﾘｰ株式(除く日本)ｲﾝﾃﾞｯｸｽ･ﾌｧﾝﾄﾞ,楽天・オールカントリー（除く日本）,楽天,先進国・新興国株式（広域）-為替ヘッジ無し,株式,japan,1.0,0.0,0.0,False,False,False,False,False,none,0.0561,18.92,,,,,,20.73,,,,,29.31,,,,,,,,,True,2026-05-08,japan_centric|medium_risk
JP90C000JD23,eMAXISSlim国内ﾘｰﾄｲﾝﾃﾞｯｸｽ,,三菱UFJｱｾｯﾄ,国内REIT,不動産,japan,1.0,0.0,0.0,False,False,False,False,False,none,0.187,336.34,7.0,5,5,4,,-4.43,12.11,4.82,2.31,,1.74,1.23,0.5,0.24,,9.13,9.77,11.21,,True,2026-05-08,japan_centric|medium_risk
JP90C00021F1,年金積立 Ｊグロース,つみたてＪグロース,ｱﾓｰｳﾞｧAM,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.902,1758.87,12.0,3,3,2,4,30.38,55.65,25.74,16.1,14.89,8.45,2.61,1.28,0.9,0.82,17.34,19.16,18.33,18.99,True,2026-05-08,growth_focused|high_risk
JP90C000R687,ｅＭＡＸＩＳ Ｎｅｏ ＡＩテクノロジー,,三菱UFJｱｾｯﾄ,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.792,156.13,1.5,4,,,,17.02,91.66,,,,49.44,2.44,,,,28.1,,,,True,2026-05-08,medium_risk
JP90C000DPV2,SMT日本株配当貴族ｲﾝﾃﾞｯｸｽ･ｵｰﾌﾟﾝ,,三井住友TAM,国内株式,株式,japan,1.0,0.0,0.0,False,False,False,False,False,none,0.462,142.37,7.0,2,3,3,,33.71,36.46,26.07,19.45,,13.82,2.32,1.71,1.36,,13.57,13.98,13.66,,True,2026-05-08,dividend_focused|japan_centric|medium_risk
JP90C000QR02,ウェルスナビ×Ｒ（リスク許容度５）,,楽天,バランス（可変配分）-為替ヘッジ無し,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,1.16,85.96,1.5,3,,,,23.81,38.51,,,,19.5,3.05,,,,10.68,,,,True,2026-05-08,medium_risk
JP90C0003D90,小型ブルーチップオープン,,野村,国内株式（中小型）,株式,world,0.06,0.62,0.11,False,True,False,False,False,none,1.672,1051.6,12.0,5,5,5,5,95.9,99.78,37.85,24.51,20.43,,4.0,1.79,1.24,1.02,17.65,18.84,18.99,20.29,True,2026-05-08,leverage_warning|very_high_risk
JP90C00086C1,ﾓﾙｶﾞﾝ･ｽﾀﾝﾚｰｸﾞﾛｰﾊﾞﾙ･ﾌﾟﾚﾐｱﾑ株式ｵｰﾌﾟﾝ(為替ﾍｯｼﾞなし),,三菱UFJｱｾｯﾄ,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.98,3109.53,12.0,1,1,1,1,-12.42,-3.65,5.75,8.39,11.04,12.43,-0.24,0.46,0.61,0.73,13.93,13.33,14.7,16.18,True,2026-05-08,medium_risk
JP90C000CG01,LOSA長期保有型国際分散ｲﾝﾃﾞｯｸｽﾌｧﾝﾄﾞ,ＬＯＳＡ　投資の王道,AMOne,バランス（固定配分・中リスク）-為替ヘッジ無し,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,0.6094,285.21,12.0,5,5,5,5,15.93,27.19,17.37,13.34,11.17,10.17,2.79,1.53,1.13,0.87,8.53,10.68,11.51,13.02,True,2026-05-08,medium_risk
JP90C000QQZ3,ウェルスナビ×Ｒ（リスク許容度４）,,楽天,バランス（可変配分）-為替ヘッジ無し,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,1.16,62.6,1.5,3,,,,23.21,38.21,,,,19.63,3.08,,,,10.51,,,,True,2026-05-08,medium_risk
JP90C000FCD3,ｉＦｒｅｅ Ｓ＆Ｐ５００インデックス,,大和,米国株式-為替ヘッジ無し,株式,world,0.06,0.62,0.11,True,False,False,False,False,none,0.198,7230.49,7.0,3,4,5,,17.11,39.66,26.67,21.06,,19.46,2.6,1.52,1.18,,12.95,16.2,17.29,,True,2026-05-08,high_risk|passive_index
JP90C000GZX0,ﾍﾞｲﾘｰ･ｷﾞﾌｫｰﾄﾞ世界長期成長株ﾌｧﾝﾄﾞ,ロイヤル・マイル,三菱UFJｱｾｯﾄ,先進国・新興国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.6445,973.74,7.0,1,2,1,,-27.79,16.5,21.73,6.51,,16.96,0.81,0.98,0.36,,20.74,22.23,29.08,,True,2026-05-08,active_diversified|global_diversified|growth_focused|very_high_risk
JP90C000PCX0,iFreeNEXT インド株インデックス,,大和,インド株式-為替ヘッジ無し,株式,em,0.0,0.0,1.0,True,False,False,False,False,none,0.473,1378.29,4.0,2,2,,,-22.15,-5.29,8.25,,,12.12,-0.28,0.56,,,16.62,15.81,,,True,2026-05-08,em_centric|high_risk|passive_index|thematic
JP90C000GWS7,ｲﾝﾍﾞｽｺ 世界厳選株式ｵｰﾌﾟﾝ&lt;為替ﾍｯｼﾞなし&gt;(年1回決算型),世界のベスト,ｲﾝﾍﾞｽｺ,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.903,5130.08,7.0,2,3,4,,18.73,31.84,22.53,19.74,,15.42,2.15,1.48,1.19,,12.98,14.22,16.18,,True,2026-05-08,active_concentrated|global_diversified|high_risk
JP90C000QAT0,楽天･ﾌﾟﾗｽ･先進国株式(除く日本)ｲﾝﾃﾞｯｸｽ･ﾌｧﾝﾄﾞ,楽天・プラス・先進国株式（除く日本）,楽天,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.088,209.33,1.5,3,,,,18.64,38.6,,,,24.41,2.78,,,,11.78,,,,True,2026-05-08,developed_only|japan_centric|medium_risk
JP90C0004GZ7,セゾン・グローバルバランスファンド,,ｾｿﾞﾝ,バランス（固定配分・中リスク）-為替ヘッジ無し,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,0.58,6605.85,12.0,4,3,4,5,11.01,23.43,15.3,11.7,9.98,6.06,2.55,1.44,1.11,0.96,8.15,10.0,10.34,10.41,True,2026-05-08,broad_market|global_diversified|medium_risk
JP90C000LZE0,楽天･資産づくりﾌｧﾝﾄﾞ(じっくりｺｰｽ),,楽天,バランス（固定配分・中リスク）-為替リスク低減,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,0.4915,169.53,4.0,1,2,,,4.26,12.15,7.66,,,3.77,2.19,1.17,,,5.0,6.24,,,True,2026-05-08,low_risk
JP90C0002DD5,ブラックロック・ゴールド・ファンド,,ﾌﾞﾗｯｸﾛｯｸ,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,2.2,904.97,12.0,4,3,3,2,72.08,105.07,46.38,27.8,16.6,8.65,1.95,1.33,0.91,0.64,41.11,32.31,32.76,32.01,True,2026-05-08,very_high_risk
JP90C000E719,ﾆｯｾｲAI関連株式ﾌｧﾝﾄﾞ(為替ﾍｯｼﾞなし),ＡＩ革命（為替ヘッジなし）,ﾆｯｾｲ,米国株式-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.8925,1587.59,7.0,5,5,3,,53.23,96.59,46.55,24.66,,23.52,3.09,1.58,0.93,,22.6,26.2,27.84,,True,2026-05-08,very_high_risk
JP90C00096Q0,ﾌｨﾃﾞﾘﾃｨ･USﾊｲ･ｲｰﾙﾄﾞ･ﾌｧﾝﾄﾞ(資産成長型)D(為替ﾍｯｼﾞなし),,ﾌｨﾃﾞﾘﾃｨ,ハイイールド債券（低格付）-為替ヘッジ無し,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,1.65,2439.57,12.0,5,4,5,5,9.9,17.6,12.73,12.16,9.59,8.12,1.84,1.29,1.19,0.89,8.67,9.41,9.91,10.93,True,2026-05-08,medium_risk
JP90C000FUW5,楽天･米国高配当株式ｲﾝﾃﾞｯｸｽ･ﾌｧﾝﾄﾞ,楽天・ＶＹＭ,楽天,米国株式-為替ヘッジ無し,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,0.172,360.38,7.0,3,2,3,,31.92,39.42,21.81,19.05,,14.5,2.9,1.44,1.2,,11.5,14.16,15.46,,True,2026-05-08,active_diversified|dividend_focused|high_risk|us_centric
JP90C0006LC1,ｅＭＡＸＩＳ 日経２２５インデックス,,三菱UFJｱｾｯﾄ,国内株式,株式,japan,1.0,0.0,0.0,True,False,False,False,False,none,0.44,1165.77,12.0,4,4,2,4,30.62,63.71,28.6,16.88,15.67,13.14,2.67,1.33,0.91,0.83,18.97,20.19,18.97,19.79,True,2026-05-08,high_risk|japan_centric|passive_index
JP90C000R2R1,ﾆｯｾｲ･S日本半導体株式ｲﾝﾃﾞｯｸｽﾌｧﾝﾄﾞ&lt;購入･換金手数料なし&gt;,ＮＳＯＸ,ﾆｯｾｲ,国内株式,株式,japan,1.0,0.0,0.0,False,False,False,False,False,none,0.297,38.01,1.5,5,,,,81.34,147.64,,,,63.31,2.87,,,,33.51,,,,True,2026-05-08,japan_centric|medium_risk|tech_heavy
JP90C0003D41,ノムラ・ジャパン・オープン,,野村,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.672,3759.87,12.0,5,5,5,5,61.49,84.88,37.34,23.09,16.79,,3.62,1.71,1.19,0.9,17.3,19.58,18.82,19.26,True,2026-05-08,high_risk
JP90C000RQ36,(ｱﾑﾝﾃﾞｨ･ｲﾝﾃﾞｯｸｽｼﾘｰｽﾞ)日本･高配当株,,ｱﾑﾝﾃﾞｨ,国内株式,株式,japan,1.0,0.0,0.0,False,False,False,False,False,none,0.198,94.07,1.5,3,,,,39.37,44.64,,,,43.64,2.55,,,,14.71,,,,True,2026-05-08,active_diversified|dividend_focused|japan_centric|medium_risk
JP90C000RKZ4,楽天･高配当株式･米国VYMﾌｧﾝﾄﾞ(四半期決算型),,楽天,米国株式-為替ヘッジ無し,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,0.172,51.2,1.5,3,,,,31.86,39.36,,,,29.47,2.9,,,,11.5,,,,True,2026-05-08,active_diversified|dividend_focused|medium_risk|us_centric
JP90C000G7W3,eMAXISSlim全世界株式(3地域均等型),,三菱UFJｱｾｯﾄ,先進国・新興国株式（広域）-為替ヘッジ無し,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,0.05775,491.39,7.0,4,3,4,,27.52,45.91,25.33,17.02,,14.05,3.33,1.65,1.14,,11.4,14.17,14.58,,True,2026-05-08,broad_market|global_diversified|medium_risk
JP90C000M4K7,Smart-i ｺﾞｰﾙﾄﾞﾌｧﾝﾄﾞ(為替ﾍｯｼﾞあり),,りそな,金関連-為替ヘッジ有り,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.375,43.21,4.0,1,2,,,25.59,35.83,24.83,,,15.05,1.27,1.26,,,26.5,18.87,,,True,2026-05-08,high_risk
JP90C000F9F5,Smart-i 先進国債券ｲﾝﾃﾞｯｸｽ(為替ﾍｯｼﾞあり),,りそな,先進国債券（広域・高格付）-為替ヘッジ有り,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,0.187,208.35,7.0,2,2,2,,-3.26,-1.51,-1.78,-4.44,,-2.08,-0.76,-0.47,-0.87,,2.77,4.33,5.25,,True,2026-05-08,developed_only|low_risk
JP90C000LVP5,グローバルＡＺファンド Ｄコース,,楽天,バランス（固定配分・高リスク）-為替リスク低減,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,1.3905,88.2,4.0,2,1,,,14.7,26.59,14.65,,,10.18,2.68,1.36,,,8.74,10.25,,,True,2026-05-08,global_diversified|medium_risk
JP90C000D4C5,新ホリコ・フォーカス・ファンド,新自由の女神,楽天,米国株式-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.447,115.03,7.0,4,5,3,,22.11,54.17,32.37,19.34,,18.54,3.06,1.72,0.92,,14.31,16.97,21.49,,True,2026-05-08,high_risk
JP90C000G8M2,ﾌｨﾃﾞﾘﾃｨ･米国株式ﾌｧﾝﾄﾞ Dｺｰｽ(分配重視型･為替ﾍｯｼﾞなし),,ﾌｨﾃﾞﾘﾃｨ,米国株式-為替ヘッジ無し,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,1.65,1431.75,7.0,3,4,4,,12.75,38.47,30.6,21.38,,20.05,2.26,1.55,1.1,,14.63,18.15,19.05,,True,2026-05-08,high_risk|us_centric
JP90C0008CH5,ひふみプラス,,ﾚｵｽ･ｷｬﾋﾟﾀﾙﾜｰｸｽ,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.078,7301.94,12.0,1,1,1,1,25.62,37.05,18.46,9.26,11.49,15.96,2.15,1.1,0.63,0.7,14.9,16.39,15.71,17.6,True,2026-05-08,active_diversified|high_risk|quality
JP90C000SGR7,楽天･ﾌﾟﾗﾁﾅ･ﾌｧﾝﾄﾞ(為替ﾍｯｼﾞなし),楽天・プラチナ（為替ヘッジなし）,楽天,その他商品市場-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.864,61.0,,,,,,,,,,,,,,,,,,,,True,2026-05-08,medium_risk
JP90C000FQR3,ＳＢＩ・全世界株式インデックス・ファンド,雪だるま（全世界株式）,SBI,先進国・新興国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,True,False,False,False,False,none,0.1022,3991.7,7.0,2,3,4,,23.52,41.46,24.99,18.43,,15.26,3.0,1.58,1.13,,11.61,14.64,15.9,,True,2026-05-08,global_diversified|high_risk|passive_index
JP90C000F6L9,ゴールド・ファンド（為替ヘッジあり）,,ｱﾓｰｳﾞｧAM,金関連-為替ヘッジ有り,株式,world,0.06,0.62,0.11,False,False,False,True,False,none,0.407,397.08,7.0,2,3,,,24.71,35.96,24.83,14.67,,11.12,1.25,1.24,0.86,,26.93,19.18,17.58,,True,2026-05-08,high_risk
JP90C000M4J9,Smart-i ｺﾞｰﾙﾄﾞﾌｧﾝﾄﾞ(為替ﾍｯｼﾞなし),,りそな,金関連-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.375,376.55,4.0,4,,,,36.12,52.85,37.28,,,29.4,1.81,1.84,,,24.81,18.02,,,True,2026-05-08,high_risk
JP90C000QQY6,ウェルスナビ×Ｒ（リスク許容度３）,,楽天,バランス（可変配分）-為替ヘッジ無し,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,1.16,33.94,1.5,4,,,,18.41,31.9,,,,16.42,2.95,,,,9.33,,,,True,2026-05-08,medium_risk
JP90C000QBT8,半導体関連　日本株式戦略ファンド,半導体ジャパン,三井住友TAM,国内株式,株式,japan,1.0,0.0,0.0,False,False,False,False,False,none,1.562,442.95,1.5,5,,,,113.26,152.11,,,,35.02,3.06,,,,31.9,,,,True,2026-05-08,japan_centric|medium_risk|tech_heavy
JP90C000SGP1,楽天･ｺﾞｰﾙﾄﾞ･ﾌｧﾝﾄﾞ(為替ﾍｯｼﾞあり),楽天・ゴールド（為替ヘッジあり）,楽天,金関連-為替ヘッジ有り,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.2925,40.53,,,,,,,,,,,,,,,,,,,,True,2026-05-08,medium_risk
JP90C000RGY5,しんきん日米半導体株ファンド,,しんきん,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.72,244.41,1.5,5,,,,142.94,175.79,,,,167.71,3.45,,,,30.88,,,,True,2026-05-08,medium_risk|tech_heavy
JP90C000SAB4,たわらﾉｰﾛｰﾄﾞ ﾌｫｰｶｽ 防衛･航空宇宙,,AMOne,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.77,57.44,,,,,,,,,,,,,,,,,,,,True,2026-05-08,medium_risk
JP90C0006026,世界経済インデックスファンド,,三井住友TAM,バランス（固定配分・中リスク）-為替ヘッジ無し,バランス,world,0.06,0.62,0.11,True,False,False,False,False,none,0.55,5541.96,12.0,5,5,4,5,15.57,28.22,16.59,11.68,10.07,9.68,2.96,1.53,1.08,0.88,8.31,10.19,10.57,11.65,True,2026-05-08,global_diversified|medium_risk|passive_index
JP90C000HZE8,たわらノーロード　全世界株式,,AMOne,先進国・新興国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.10989,2955.45,7.0,2,4,5,,20.93,40.83,25.3,18.96,,19.57,2.98,1.59,1.17,,11.52,14.66,15.84,,True,2026-05-08,global_diversified|high_risk
JP90C00003G7,日本株配当オープン,四季の実り,三井住友TAM,国内株式,株式,japan,1.0,0.0,0.0,False,False,False,False,False,none,1.1,120.28,12.0,3,5,5,5,46.83,53.56,32.12,22.29,15.52,8.63,3.1,1.73,1.32,0.9,14.01,16.81,16.15,17.62,True,2026-05-08,dividend_focused|high_risk|japan_centric
JP90C000JD31,eMAXISSlim先進国ﾘｰﾄｲﾝﾃﾞｯｸｽ(除く日本),,三菱UFJｱｾｯﾄ,海外REIT（含む北米）-為替ヘッジ無し,不動産,world,0.06,0.62,0.11,False,False,False,False,False,none,0.22,472.41,7.0,5,5,4,,29.27,26.08,15.33,12.2,,10.01,2.03,1.02,0.73,,11.43,14.69,17.64,,True,2026-05-08,developed_only|high_risk|japan_centric
JP90C000QDP2,楽天･資産ｱﾛｹｰｼｮﾝ･ﾌｧﾝﾄﾞ(標準型),ＧＭＰ(ゴール・マネジャー・ポートフォリオ),楽天,バランス（固定配分・中リスク）-為替リスク低減,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,1.6425,11.06,1.5,2,,,,9.88,17.49,,,,9.38,2.45,,,,6.42,,,,True,2026-05-08,medium_risk
JP90C000S016,楽天･ｴﾏｰｼﾞﾝｸﾞ株式ｲﾝﾃﾞｯｸｽ･ﾌｧﾝﾄﾞ,楽天・エマージング,楽天,新興国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.1518,3.85,,,,,,36.77,,,,,47.19,,,,,,,,,True,2026-05-08,medium_risk
JP90C000G8P5,ﾌｨﾃﾞﾘﾃｨ･米国株式ﾌｧﾝﾄﾞ Bｺｰｽ(資産成長型･為替ﾍｯｼﾞなし),,ﾌｨﾃﾞﾘﾃｨ,米国株式-為替ヘッジ無し,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,1.65,1761.53,7.0,3,4,4,,12.7,38.79,31.21,21.69,,20.3,2.25,1.56,1.11,,14.78,18.33,19.21,,True,2026-05-08,high_risk|us_centric
JP90C000DVR8,ｉＦｒｅｅ 新興国株式インデックス,,大和,新興国株式（広域）-為替ヘッジ無し,株式,em,0.0,0.0,1.0,True,False,False,False,False,none,0.374,438.52,7.0,2,2,5,,26.05,46.47,25.27,16.99,,13.66,3.02,1.41,0.99,,12.73,16.75,17.11,,True,2026-05-08,em_centric|high_risk|passive_index
JP90C0000LE0,キャッシュフロー経営評価オープン,選球眼,三井住友TAM,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.65,82.96,12.0,5,5,5,5,59.58,80.02,38.33,25.04,18.09,6.87,3.25,1.88,1.39,0.93,18.52,18.04,17.03,20.0,True,2026-05-08,high_risk
JP90C000RNJ2,eMAXISSlim国内株式(読売333),,三菱UFJｱｾｯﾄ,国内株式,株式,japan,1.0,0.0,0.0,False,False,False,False,False,none,0.143,30.46,1.5,3,,,,34.07,42.13,,,,45.3,2.74,,,,12.95,,,,True,2026-05-08,japan_centric|medium_risk
JP90C000R9E4,野村インデックスファンド・日経半導体株,Ｆｕｎｄｓ-ｉ 日経半導体株,野村,国内株式,株式,japan,1.0,0.0,0.0,True,False,False,False,False,none,0.33,33.91,1.5,5,,,,147.98,179.21,,,,74.17,3.11,,,,34.96,,,,True,2026-05-08,japan_centric|medium_risk|passive_index|tech_heavy
JP90C000QB75,ジャパン半導体株式ファンド,,ｱﾓｰｳﾞｧAM,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.584,281.12,1.5,5,,,,113.51,155.05,,,,47.67,3.77,,,,25.74,,,,True,2026-05-08,medium_risk|tech_heavy
JP90C000SHW5,三菱ＵＦＪ 日本短期債券オープン,円債ファースト,三菱UFJｱｾｯﾄ,国内債券,債券,japan,1.0,0.0,0.0,False,False,False,False,False,none,0.385,19.19,,,,,,,,,,,,,,,,,,,,True,2026-05-08,japan_centric|low_risk
JP90C00035E4,フィデリティ・米国優良株・ファンド,,ﾌｨﾃﾞﾘﾃｨ,米国株式-為替ヘッジ無し,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,1.639,2388.15,12.0,3,4,4,5,17.93,39.13,27.71,21.14,18.22,7.98,2.59,1.54,1.15,0.96,12.84,16.65,17.9,19.49,True,2026-05-08,high_risk|us_centric
